Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
PINN-1020,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Approved,Present,Native,Abundant,Breeder,Species of Concern,
PINN-1021,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,"Spotted Bat, Spotted Bat",Approved,Not Confirmed,Native,,,Species of Concern,
PINN-1022,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Approved,Not Confirmed,Native,,,Species of Concern,
PINN-1023,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus blossevillii,"Red Bat, Western Red Bat, Western Red Bat",Approved,Present,Native,Uncommon,,Species of Concern,
PINN-1024,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,"Eastern Red Bat, Eastern Red Bat, Red Bat",Approved,Not Confirmed,Native,,,,
PINN-1025,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,"Hoary Bat, Hoary Bat",Approved,Present,Native,Uncommon,,,
PINN-1026,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,"California Myotis, California Myotis, Californian Myotis",Approved,Present,Native,Common,Breeder,Species of Concern,
PINN-1027,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",Approved,Present,Native,Common,Resident,,
PINN-1028,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,"Long-Eared Myotis, Long-Eared Myotis",Approved,Present,Native,Common,Resident,Species of Concern,
PINN-1029,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Myotis leibii,"Eastern Small-Footed Bat, Eastern Small-Footed Myotis, Eastern Small-Footed Myotis, Small-Footed Myotis",Approved,Not Confirmed,Native,,,Species of Concern,
PINN-1030,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Approved,Not Confirmed,Native,,,Species of Concern,
PINN-1031,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,"Fringed Myotis, Fringed Myotis",Approved,Present,Native,Common,Resident,Species of Concern,
PINN-1032,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Approved,Present,Native,Common,Breeder,Species of Concern,
PINN-1033,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",Approved,Present,Native,Abundant,Resident,Species of Concern,
PINN-1034,Pinnacles National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Abundant,Breeder,Species of Concern,
PINN-1035,Pinnacles National Park,Mammal,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,Approved,Present,Not Native,Uncommon,Breeder,,
PINN-1036,Pinnacles National Park,Mammal,Lagomorpha,Leporidae,Lepus californicus,"Black-Tailed Jack Rabbit, Black-Tailed Jackrabbit",Approved,Present,Native,Abundant,Breeder,,
PINN-1037,Pinnacles National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus audubonii,"Audubon's Cottontail, Desert Cottontail",Approved,Present,Native,Common,Breeder,,
PINN-1038,Pinnacles National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus bachmani,Brush Rabbit,Approved,Present,Native,Common,Breeder,Species of Concern,
PINN-1039,Pinnacles National Park,Mammal,Rodentia,Cricetidae,Microtus californicus,"Amargosa Vole, California Vole",Approved,Present,Native,Common,Breeder,,
PINN-1040,Pinnacles National Park,Mammal,Rodentia,Cricetidae,Neotoma fuscipes,Dusky-Footed Woodrat,Approved,Present,Native,Uncommon,Breeder,,
PINN-1041,Pinnacles National Park,Mammal,Rodentia,Cricetidae,Neotoma lepida,Desert Woodrat,Approved,Present,Native,Common,Breeder,,
PINN-1042,Pinnacles National Park,Mammal,Rodentia,Cricetidae,Peromyscus boylii,"Brush Deermouse, Brush Mouse",Approved,Present,Native,Abundant,Breeder,,
PINN-1043,Pinnacles National Park,Mammal,Rodentia,Cricetidae,Peromyscus californicus,"California Deermouse, California Mouse",Approved,Present,Native,Abundant,Breeder,,
PINN-1044,Pinnacles National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Prairie Deer Mouse,Approved,Present,Native,Common,Breeder,,
PINN-1045,Pinnacles National Park,Mammal,Rodentia,Cricetidae,Peromyscus truei,Pinyon Mouse,Approved,Present,Native,Abundant,Breeder,,
PINN-1046,Pinnacles National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Abundant,Breeder,,
PINN-1047,Pinnacles National Park,Mammal,Rodentia,Geomyidae,Thomomys bottae,Valley Pocket Gopher,Approved,Present,Native,Common,Breeder,,
PINN-1048,Pinnacles National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus californicus,California Pocket Mouse,Approved,Present,Native,Common,Breeder,,
PINN-1049,Pinnacles National Park,Mammal,Rodentia,Heteromyidae,Dipodomys elephantinus,Elephant-Eared Kangaroo Rat,Approved,Present,Native,Uncommon,Breeder,,
PINN-1050,Pinnacles National Park,Mammal,Rodentia,Heteromyidae,Dipodomys heermanni,Heermann's Kangaroo Rat,Approved,Present,Native,Uncommon,Breeder,,
PINN-1051,Pinnacles National Park,Mammal,Rodentia,Heteromyidae,Dipodomys venustus,Narrow-Faced Kangaroo Rat,Approved,Present,Native,Uncommon,Breeder,,
PINN-1052,Pinnacles National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Present,Not Native,Uncommon,Breeder,,
PINN-1053,Pinnacles National Park,Mammal,Rodentia,Sciuridae,Ammospermophilus nelsoni,"Nelson's Antelope Ground Squirrel, Nelson's Antelope Squirrel, San Joaquin Antelope Ground Squirrel, San Joaquin Antelope Squirrel",Approved,Not Confirmed,Native,,,Species of Concern,
PINN-1054,Pinnacles National Park,Mammal,Rodentia,Sciuridae,Sciurus griseus,Western Gray Squirrel,Approved,Not Confirmed,Native,,,,
PINN-1055,Pinnacles National Park,Mammal,Rodentia,Sciuridae,Spermophilus beecheyi,"Beechey Ground Squirrel, California Ground Squirrel",Approved,Present,Native,Abundant,Breeder,,
PINN-1056,Pinnacles National Park,Mammal,Rodentia,Sciuridae,Tamias merriami,Merriam's Chipmunk,Approved,Present,Native,Common,Breeder,,
PINN-1057,Pinnacles National Park,Mammal,Soricomorpha,Soricidae,Sorex ornatus,"Ornate Shrew, Suisun Shrew",Approved,Present,Native,Uncommon,Breeder,,
PINN-1058,Pinnacles National Park,Mammal,Soricomorpha,Soricidae,Sorex trowbridgii,Trowbridge's Shrew,Approved,Not Confirmed,Native,,,,
PINN-1059,Pinnacles National Park,Mammal,Soricomorpha,Talpidae,Scapanus latimanus,Broad-Footed Mole,Approved,Present,Native,Uncommon,Breeder,,
REDW-1000,Redwood National Park,Mammal,Artiodactyla,Cervidae,Ceruv elaphus rooselvelti,None,In Review,,,,,,
REDW-1001,Redwood National Park,Mammal,Artiodactyla,Cervidae,Cervus canadensis rooseveltii,None,In Review,,,,,,
REDW-1002,Redwood National Park,Mammal,Carnivora,Mustelidae,Lutra canadensis pacifica,River Otter,Approved,Present,Native,Common,Breeder,,
REDW-1003,Redwood National Park,Mammal,Artiodactyla,Bovidae,Bos,"Oxen, True Cattle",In Review,,,,,,
REDW-1004,Redwood National Park,Mammal,Artiodactyla,Bovidae,Capra hircus,"Domestic Goat, Goat, Goat (Feral)",Approved,Not Present (Historical Report),Not Native,,,,
REDW-1005,Redwood National Park,Mammal,Artiodactyla,Bovidae,Ovis aries,"Domestic Sheep, Mouflon, Red Sheep, Sheep (Feral)",Approved,Not Present (Historical Report),Not Native,,,,
REDW-1006,Redwood National Park,Mammal,Artiodactyla,Cervidae,Cervus,"Deer, Red Deer, Wapiti",In Review,,,,,,
REDW-1007,Redwood National Park,Mammal,Artiodactyla,Cervidae,Cervus elaphus rooselvelti,None,In Review,,,,,,
REDW-1008,Redwood National Park,Mammal,Artiodactyla,Cervidae,Cervus elaphus roosevelti,Roosevelt Elk,Approved,Present,Native,Abundant,Breeder,,
REDW-1009,Redwood National Park,Mammal,Artiodactyla,Cervidae,Cervus roosevelti,Olympic Elk,In Review,,,,,,
REDW-1010,Redwood National Park,Mammal,Artiodactyla,Cervidae,Odocoileus,"Mule Deer, White-Tailed Deer",In Review,,,,,,
REDW-1011,Redwood National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus columbianus,Black-Tailed Deer,Approved,Present,Native,Common,Breeder,,
REDW-1012,Redwood National Park,Mammal,Artiodactyla,Cervidae,Odocoileus nemiouus,None,In Review,,,,,,
REDW-1013,Redwood National Park,Mammal,Artiodactyla,Suidae,Sus scrofa,Feral Pig,Approved,Not Present (Historical Report),Not Native,,,,
REDW-1014,Redwood National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
REDW-1015,Redwood National Park,Mammal,Carnivora,Canidae,Canis lupus,"Gray Wolf, Wolf",Approved,Not Present (Historical Report),Native,,,Endangered,
REDW-1016,Redwood National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Gray Fox,Approved,Present,Native,Common,Breeder,,
REDW-1017,Redwood National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Present,Not Native,Uncommon,Resident,,
REDW-1018,Redwood National Park,Mammal,Carnivora,Felidae,Felis familiaris,Domestic Cat,In Review,,,,,,
REDW-1019,Redwood National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Common,Breeder,,
REDW-1020,Redwood National Park,Mammal,Carnivora,Felidae,Puma concolor,Cougar,Approved,Present,Native,Uncommon,Breeder,,
REDW-1021,Redwood National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Common,Breeder,,
REDW-1022,Redwood National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Spotted Skunk,Approved,Present,Native,Uncommon,Resident,,
REDW-1023,Redwood National Park,Mammal,Carnivora,Mustelidae,Enhydra lutris,Sea Otter,Approved,Not Present (Historical Report),Native,,,,
REDW-1024,Redwood National Park,Mammal,Carnivora,Mustelidae,Gulo gulo,Wolverine,Approved,Not Present (Historical Report),Native,,,,
REDW-1025,Redwood National Park,Mammal,Carnivora,Mustelidae,Martes americana humboldtensis,None,Approved,Not Present (Historical Report),Native,,,,
REDW-1026,Redwood National Park,Mammal,Carnivora,Mustelidae,Martes pennanti pacifica,None,Approved,Present,Native,Uncommon,Breeder,,
REDW-1027,Redwood National Park,Mammal,Carnivora,Mustelidae,Mustela,"Ermines, Ferrets, Minks, Weasels",In Review,,,,,,
REDW-1028,Redwood National Park,Mammal,Carnivora,Mustelidae,Mustela erminea,Ermine,Approved,Present,Native,Uncommon,Breeder,,
REDW-1029,Redwood National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Longtail Weasel,Approved,Present,Native,Uncommon,Breeder,,
REDW-1030,Redwood National Park,Mammal,Carnivora,Mustelidae,Mustela vison,Mink,Approved,Present,Native,Uncommon,Resident,,
REDW-1031,Redwood National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,"American Badger, Badger",Approved,Not Present (Historical Report),Native,,,Species of Concern,
REDW-1032,Redwood National Park,Mammal,Carnivora,Otariidae,Callorhinus ursinus,Northern Fur Seal,Approved,Not Confirmed,Native,,,,
REDW-1033,Redwood National Park,Mammal,Carnivora,Otariidae,Eumetopias jubatus,Northern Sea Lion (Stellar),Approved,Present,Native,Common,Breeder,In Recovery,
REDW-1034,Redwood National Park,Mammal,Carnivora,Otariidae,Zalophus,California Sea Lions,In Review,,,,,,
REDW-1035,Redwood National Park,Mammal,Carnivora,Otariidae,Zalophus californianus,California Sea Lion,Approved,Present,Native,Common,Resident,,
REDW-1036,Redwood National Park,Mammal,Carnivora,Otariidae,Zalophus californicus,None,In Review,,,,,,
REDW-1037,Redwood National Park,Mammal,Carnivora,Phocidae,Mirounga angustirostris,Elephant Seal,Approved,Present,Native,Uncommon,Migratory,,
REDW-1038,Redwood National Park,Mammal,Carnivora,Phocidae,Phoca,"Hair Seals, Harbor Seals",In Review,,,,,,
REDW-1039,Redwood National Park,Mammal,Carnivora,Phocidae,Phoca vitulina,Harbor Seal,Approved,Present,Native,Common,Breeder,,
REDW-1040,Redwood National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Uncommon,,Species of Concern,
REDW-1041,Redwood National Park,Mammal,Carnivora,Procyonidae,Procyon,Raccoons,In Review,,,,,,
REDW-1042,Redwood National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Raccoon,Approved,Present,Native,Common,Breeder,,
REDW-1043,Redwood National Park,Mammal,Carnivora,Ursidae,Ursus,Bears,In Review,,,,,,
REDW-1044,Redwood National Park,Mammal,Carnivora,Ursidae,Ursus americana,None,In Review,,,,,,
REDW-1045,Redwood National Park,Mammal,Carnivora,Ursidae,Ursus americanus,Black Bear,Approved,Present,Native,Common,Breeder,,
REDW-1046,Redwood National Park,Mammal,Carnivora,Ursidae,Ursus arctos,"Brown Bear, Grizzly Bear",Approved,Not Present (Historical Report),Native,,,,
REDW-1047,Redwood National Park,Mammal,Cetacea,Balaenidae,Balaena glacialis,"Black Right Whale, Black Whale, Right Whale",Approved,Present,Native,Occasional,Migratory,,
REDW-1048,Redwood National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera acutorostrata,Minke Whale,Approved,Present,Native,Occasional,Migratory,,
REDW-1049,Redwood National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera borealis,Sei Whale,Approved,Present,Native,Occasional,Migratory,Endangered,
REDW-1050,Redwood National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera musculus,Blue Whale,Approved,Present,Native,Occasional,Migratory,Endangered,
REDW-1051,Redwood National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera physalus,Fin Whale,Approved,Present,Native,Occasional,Migratory,Endangered,
REDW-1052,Redwood National Park,Mammal,Cetacea,Balaenopteridae,Megaptera novaeangliae,Humpback Whale,Approved,Present,Native,Rare,Migratory,Endangered,
REDW-1053,Redwood National Park,Mammal,Cetacea,Delphinidae,Delphinus delphis,Common Dolphin,Approved,Present,Native,Uncommon,,,
REDW-1054,Redwood National Park,Mammal,Cetacea,Delphinidae,Globicephala macrorhynchus,Short-Finned Pilot Whale,Approved,Present,Native,Occasional,Migratory,,
REDW-1055,Redwood National Park,Mammal,Cetacea,Delphinidae,Grampus griseus,Grampus,Approved,Present,Native,Occasional,Migratory,,
REDW-1056,Redwood National Park,Mammal,Cetacea,Delphinidae,Lagenorhynchus obliquidens,Pacific White-Sided Dolphin,Approved,Present,Native,Occasional,Migratory,,
REDW-1057,Redwood National Park,Mammal,Cetacea,Delphinidae,Lissodelphis borealis,Northern Right Whale Dolphin,Approved,Not Confirmed,Native,,,,
REDW-1058,Redwood National Park,Mammal,Cetacea,Delphinidae,Orcinus orca,Killer Whale,Approved,Present,Native,Occasional,Migratory,,
REDW-1059,Redwood National Park,Mammal,Cetacea,Delphinidae,Pseudorca crassidens,False Killer Whale,Approved,Present,Native,Occasional,Migratory,,
REDW-1060,Redwood National Park,Mammal,Cetacea,Eschrichtiidae,Eschrichtius robustus,Gray Whale,Approved,Present,Native,Common,Migratory,In Recovery,
REDW-1061,Redwood National Park,Mammal,Cetacea,Hyperoodontidae,Berardius bairdii,North Pacific Bottlenose Whale (Baird's Beaked),Approved,Present,Native,Occasional,Migratory,,
REDW-1062,Redwood National Park,Mammal,Cetacea,Hyperoodontidae,Mesoplodon stejnegeri,"Bering Sea Beaked Whale, Stejneger's Beaked Whale",Approved,Not Confirmed,Native,,,,
REDW-1063,Redwood National Park,Mammal,Cetacea,Hyperoodontidae,Ziphius cavirostris,Goosebeak Whale,Approved,Present,Native,Occasional,Migratory,,
REDW-1064,Redwood National Park,Mammal,Cetacea,Kogiidae,Kogia breviceps,Pygmy Sperm Whale,Approved,Present,Native,Occasional,Migratory,,
REDW-1065,Redwood National Park,Mammal,Cetacea,Phocoenidae,Phocoena phocoena,Harbor Porpoise,Approved,Present,Native,Common,Resident,,
REDW-1066,Redwood National Park,Mammal,Cetacea,Phocoenidae,Phocoenoides dalli,Dall Porpoise,Approved,Present,Native,Occasional,,,
REDW-1067,Redwood National Park,Mammal,Cetacea,Physeteridae,Physeter macrocephalus,Sperm Whale,Approved,Present,Native,Occasional,Migratory,Endangered,
REDW-1068,Redwood National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Mexican Free-Tailed Bat,Approved,Not Confirmed,Native,,,,
REDW-1069,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Unknown,,Species of Concern,
REDW-1070,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus townsendii,"Mule-Eared Bat, Pacific Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Western Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat",Approved,Present,Native,Unknown,,,
REDW-1071,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Unknown,,Species of Concern,
REDW-1072,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Not Confirmed,Native,,,Species of Concern,
REDW-1073,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Unknown,,Species of Concern,
REDW-1074,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,"Eastern Red Bat, Eastern Red Bat, Red Bat",Approved,Not Present (False Report),Native,,,,
REDW-1075,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Unknown,,,
REDW-1076,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Myotis,Mouse-Eared Bats,In Review,,,,,,
REDW-1077,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Common,Breeder,Species of Concern,
REDW-1078,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",Approved,Not Present (False Report),Native,,,,
REDW-1079,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolbrum,None,In Review,,,,,,
REDW-1080,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Not Confirmed,Native,,,Species of Concern,
REDW-1081,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Myotis,Approved,Not Confirmed,Native,,,Species of Concern,
REDW-1082,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Not Confirmed,Native,,,Species of Concern,
REDW-1083,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Unknown,,Species of Concern,
REDW-1084,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Unknown,,Species of Concern,
REDW-1085,Redwood National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Not Present (False Report),Native,,,Species of Concern,
REDW-1086,Redwood National Park,Mammal,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,Approved,Present,Not Native,Common,Breeder,,
REDW-1087,Redwood National Park,Mammal,Lagomorpha,Leporidae,Lepus californicus,Black-Tailed Hare,Approved,Present,Native,Uncommon,Breeder,,
REDW-1088,Redwood National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus bachmani,Brush Rabbit,Approved,Present,Native,Common,Breeder,Species of Concern,
REDW-1089,Redwood National Park,Mammal,Rodentia,Aplodontiidae,Aplodontia,Mountain Beaver,In Review,,,,,,
REDW-1090,Redwood National Park,Mammal,Rodentia,Aplodontiidae,Aplodontia rufa,Mountain Beaver,Approved,Present,Native,Unknown,Breeder,,
REDW-1091,Redwood National Park,Mammal,Rodentia,Castoridae,Castor canadensis,Beaver,Approved,Present,Native,Uncommon,Breeder,,
REDW-1092,Redwood National Park,Mammal,Rodentia,Cricetidae,Arborimus,Tree Voles,In Review,,,,,,
REDW-1093,Redwood National Park,Mammal,Rodentia,Cricetidae,Arborimus albipes,White-Footed Vole,Approved,Present,Native,Unknown,Breeder,Species of Concern,
REDW-1094,Redwood National Park,Mammal,Rodentia,Cricetidae,Arborimus longicaudus,Red Tree Vole (Sonoma),Approved,Present,Native,Unknown,Breeder,,
REDW-1095,Redwood National Park,Mammal,Rodentia,Cricetidae,Clethrionomys,Red-Backed Voles,In Review,,,,,,
REDW-1096,Redwood National Park,Mammal,Rodentia,Cricetidae,Clethrionomys californicus,Western Red-Backed Vole,Approved,Not Confirmed,Native,,,,
REDW-1097,Redwood National Park,Mammal,Rodentia,Cricetidae,Microtus,"Meadow Mice, Meadow Voles",In Review,,,,,,
REDW-1098,Redwood National Park,Mammal,Rodentia,Cricetidae,Microtus californicus,California Vole,Approved,Present,Native,Common,Breeder,,
REDW-1099,Redwood National Park,Mammal,Rodentia,Cricetidae,Microtus longicaudus,Long-Tailed Vole,Approved,Not Confirmed,Native,,,,
REDW-1100,Redwood National Park,Mammal,Rodentia,Cricetidae,Microtus oregoni,Creeping Vole,Approved,Present,Native,Unknown,Breeder,,
REDW-1101,Redwood National Park,Mammal,Rodentia,Cricetidae,Microtus townsendi,None,In Review,,,,,,
REDW-1102,Redwood National Park,Mammal,Rodentia,Cricetidae,Microtus townsendii,Townsend's Vole,Approved,Present,Native,Unknown,Breeder,,
REDW-1103,Redwood National Park,Mammal,Rodentia,Cricetidae,Neotoma,Packrats,In Review,,,,,,
REDW-1104,Redwood National Park,Mammal,Rodentia,Cricetidae,Neotoma cinerea,Bushy-Tailed Woodrat,Approved,Present,Native,Common,Breeder,,
REDW-1105,Redwood National Park,Mammal,Rodentia,Cricetidae,Neotoma fuscipes,Dusky-Footed Woodrat,Approved,Present,Native,Common,Breeder,,
REDW-1106,Redwood National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Muskrat,Approved,Present,Native,Uncommon,Breeder,,
REDW-1107,Redwood National Park,Mammal,Rodentia,Cricetidae,Peromyscus,"Deer Mice, White-Footed Mice",In Review,,,,,,
REDW-1108,Redwood National Park,Mammal,Rodentia,Cricetidae,Peromyscus boylii,"Brush Deermouse, Brush Mouse",Approved,Not Confirmed,Native,,,,
REDW-1109,Redwood National Park,Mammal,Rodentia,Cricetidae,Peromyscus californicus,"California Deermouse, California Mouse",Approved,Not Present (False Report),Native,,,,
REDW-1110,Redwood National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Common,Breeder,,
REDW-1111,Redwood National Park,Mammal,Rodentia,Cricetidae,Peromyscus truei,Pinyon Mouse,Approved,Not Confirmed,Native,,,,
REDW-1112,Redwood National Park,Mammal,Rodentia,Cricetidae,Phenacomys albipes,None,Approved,Present,Native,Unknown,Breeder,,
REDW-1113,Redwood National Park,Mammal,Rodentia,Cricetidae,Phenacomys longicaudus,None,Approved,Present,Native,Unknown,Breeder,,
REDW-1114,Redwood National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys,"American Harvest Mice, Harvest Mice",In Review,,,,,,
REDW-1115,Redwood National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Uncommon,Breeder,,
REDW-1116,Redwood National Park,Mammal,Rodentia,Dipodidae,Zapus trinotatus,Pacific Jumping Mouse,Approved,Present,Native,Unknown,,,
REDW-1117,Redwood National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,Porcupine,Approved,Present,Native,Uncommon,Breeder,,
REDW-1118,Redwood National Park,Mammal,Rodentia,Geomyidae,Thomomys,"Smooth-Toothed Pocket Gophers, Western Pocket Gophers",In Review,,,,,,
REDW-1119,Redwood National Park,Mammal,Rodentia,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Present,Native,Common,Breeder,,
REDW-1120,Redwood National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Present,Not Native,Unknown,,,
REDW-1121,Redwood National Park,Mammal,Rodentia,Muridae,Rattus,Old World Rats,In Review,,,,,,
REDW-1122,Redwood National Park,Mammal,Rodentia,Muridae,Rattus norvegicus,Norway Rat,Approved,Present,Not Native,Unknown,,,
REDW-1123,Redwood National Park,Mammal,Rodentia,Muridae,Rattus rattus,Black Rat,Approved,Present,Not Native,Unknown,,,
REDW-1124,Redwood National Park,Mammal,Rodentia,Sciuridae,Callospermophilus lateralis,"Golden-Mantled Ground Squirrel, Golden-Mantled Squirrel, Sierra Nevada Golden-Mantled Ground Squirrel",In Review,,,,,,
REDW-1125,Redwood National Park,Mammal,Rodentia,Sciuridae,Eutamias,None,In Review,,,,,,
REDW-1126,Redwood National Park,Mammal,Rodentia,Sciuridae,Glaucomys sabrinus,Northern Flying Squirrel,Approved,Present,Native,Common,Breeder,,
REDW-1127,Redwood National Park,Mammal,Rodentia,Sciuridae,Sciurus carolinensis,"Eastern Gray Squirrel, Gray Squirrel",In Review,,,,,,
REDW-1128,Redwood National Park,Mammal,Rodentia,Sciuridae,Sciurus griseus,Western Gray Squirrel,Approved,Present,Native,Uncommon,Breeder,,
REDW-1129,Redwood National Park,Mammal,Rodentia,Sciuridae,Spermophilus beecheyi,California Ground Squirrel,Approved,Present,Native,Common,Breeder,,
REDW-1130,Redwood National Park,Mammal,Rodentia,Sciuridae,Spermophilus beecheyii,None,In Review,,,,,,
REDW-1131,Redwood National Park,Mammal,Rodentia,Sciuridae,Spermophilus lateralis,Golden-Mantled Ground Squirrel,Approved,Not Confirmed,Native,,,,
REDW-1132,Redwood National Park,Mammal,Rodentia,Sciuridae,Tamias,Chipmunks,In Review,,,,,,
REDW-1133,Redwood National Park,Mammal,Rodentia,Sciuridae,Tamias senex,Allen's Chipmunk,Approved,Present,Native,Unknown,Breeder,,
REDW-1134,Redwood National Park,Mammal,Rodentia,Sciuridae,Tamias siskiyou,Siskiyou Chipmunk,Approved,Present,Native,Unknown,Breeder,,
REDW-1135,Redwood National Park,Mammal,Rodentia,Sciuridae,Tamias sonomae,Sonoma Chipmunk,Approved,Not Confirmed,Native,,,,
REDW-1136,Redwood National Park,Mammal,Rodentia,Sciuridae,Tamias townsendii,Townsend's Chipmunk,Approved,Not Confirmed,Native,,,,
REDW-1137,Redwood National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus douglasi,None,In Review,,,,,,
REDW-1138,Redwood National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus douglasii,Douglas' Squirrel,Approved,Present,Native,Common,Breeder,,
REDW-1139,Redwood National Park,Mammal,Soricomorpha,Soricidae,Sorex,Red-Toothed Shrews,In Review,,,,,,
REDW-1140,Redwood National Park,Mammal,Soricomorpha,Soricidae,Sorex bendirei,None,In Review,,,,,,
REDW-1141,Redwood National Park,Mammal,Soricomorpha,Soricidae,Sorex bendirii,Marsh Shrew,Approved,Present,Native,Unknown,,,
