Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
MORA-1175,Mount Rainier National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
MORA-1176,Mount Rainier National Park,Bird,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill,Approved,Present,Native,Rare,,,
MORA-1177,Mount Rainier National Park,Bird,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,Approved,Present,Native,Uncommon,Breeder,,
MORA-1178,Mount Rainier National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,Approved,Present,Native,Common,Breeder,,
MORA-1179,Mount Rainier National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx ruficollis,Southern Rough-Winged Swallow,Approved,Not Present (False Report),Not Native,,,,
MORA-1180,Mount Rainier National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Approved,Not Confirmed,Native,,,,
MORA-1181,Mount Rainier National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Rare,Breeder,Species of Concern,
MORA-1182,Mount Rainier National Park,Bird,Passeriformes,Hirundinidae,Tachycineta thalassina lepida,None,Approved,Present,Native,Common,Breeder,,
MORA-1183,Mount Rainier National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus caurinus,Red-Winged Blackbird,Approved,Present,Native,Common,Breeder,,
MORA-1184,Mount Rainier National Park,Bird,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Approved,Present,Native,Uncommon,,,
MORA-1185,Mount Rainier National Park,Bird,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,Approved,Present,Native,Rare,,,
MORA-1186,Mount Rainier National Park,Bird,Passeriformes,Icteridae,Sturnella neglecta,Western Meadowlark,Approved,Present,Native,Unknown,,,
MORA-1187,Mount Rainier National Park,Bird,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike,Approved,Not Confirmed,Native,,,,
MORA-1188,Mount Rainier National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,American Pipit,Approved,Present,Native,Common,Breeder,,
MORA-1189,Mount Rainier National Park,Bird,Passeriformes,Paridae,Poecile atricapillus occidentalis,Black-Capped Chickadee,Approved,Present,Native,Uncommon,Breeder,,
MORA-1190,Mount Rainier National Park,Bird,Passeriformes,Paridae,Poecile gambeli baileyae,Mountain Chickadee,In Review,Present,Native,Common,Breeder,,
MORA-1191,Mount Rainier National Park,Bird,Passeriformes,Paridae,Poecile rufescens rufescens,Chestnut-Backed Chickadee,Approved,Present,Native,Abundant,Breeder,,
MORA-1192,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Dendroica coronata auduboni,Audobon's Warbler,Approved,Present,Native,Common,Breeder,,
MORA-1193,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Dendroica nigrescens,Black-Throated Gray Warbler,Approved,Present,Native,Uncommon,Breeder,,
MORA-1194,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Dendroica occidentalis,Hermit Warbler,Approved,Present,Native,Common,Breeder,,
MORA-1195,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,Approved,Present,Native,Uncommon,Breeder,,
MORA-1196,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,Approved,Present,Native,Common,Breeder,,
MORA-1197,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Uncommon,Breeder,,
MORA-1198,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei tolmiei,None,Approved,Present,Native,Common,Breeder,,
MORA-1199,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Vermivora celata lutescens,Orange-Crowned Warbler,Approved,Present,Native,Uncommon,Breeder,,
MORA-1200,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla ridgwayi,None,Approved,Present,Native,Rare,Migratory,,
MORA-1201,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla chryseola,Wilson's Warbler,Approved,Present,Native,Common,Breeder,,
MORA-1202,Mount Rainier National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla pileolata,None,Approved,Not Present (Historical Report),Native,,,,
MORA-1203,Mount Rainier National Park,Bird,Passeriformes,Passeridae,Passer domesticus,House Sparrow,Approved,Not Confirmed,Not Native,,,,
MORA-1204,Mount Rainier National Park,Bird,Passeriformes,Regulidae,Regulus calendula cineraceus,None,Approved,Present,Native,Uncommon,Breeder,,
MORA-1205,Mount Rainier National Park,Bird,Passeriformes,Regulidae,Regulus calendula grinnelli,Sitka Kinglet,Approved,Present,Native,Unknown,,,
MORA-1206,Mount Rainier National Park,Bird,Passeriformes,Regulidae,Regulus satrapa olivaceus,Golden-Crowned Kinglet,Approved,Present,Native,Abundant,Breeder,,
MORA-1207,Mount Rainier National Park,Bird,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch,Approved,Present,Native,Common,Breeder,,
MORA-1208,Mount Rainier National Park,Bird,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Unknown,,,
MORA-1209,Mount Rainier National Park,Bird,Passeriformes,Sittidae,Sitta carolinensis aculeata,Slender-Billed Nuthatch,Approved,Not Present (Historical Report),Native,,,Species of Concern,
MORA-1210,Mount Rainier National Park,Bird,Passeriformes,Sittidae,Sitta pygmaea melanotis,Pygmy Nuthatch,Approved,Present,Native,Rare,,,
MORA-1211,Mount Rainier National Park,Bird,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,Approved,Present,Not Native,Unknown,,,
MORA-1212,Mount Rainier National Park,Bird,Passeriformes,Troglodytidae,Catherpes mexicanus,Canyon Wren,Approved,Present,Native,Occasional,Migratory,,
MORA-1213,Mount Rainier National Park,Bird,Passeriformes,Troglodytidae,Thryomanes bewickii calophonus,None,Approved,Present,Native,Unknown,,,
MORA-1214,Mount Rainier National Park,Bird,Passeriformes,Troglodytidae,Troglodytes aedon parkmanii,None,Approved,Present,Native,Unknown,,,
MORA-1215,Mount Rainier National Park,Bird,Passeriformes,Troglodytidae,Troglodytes pacificus pacificus,"Pacific Wren, Winter Wren",Approved,Present,Native,Abundant,Breeder,,
